interview_id,application_id,round_number,interview_type,score,result,interviewer_feedback,duration_minutes
INT0022130,APP012611,1,Group Discussion,51.5,On Hold,Average Performance,60
INT0022131,APP012612,1,Group Discussion,62.7,Fail,Strong Technical Skills,45
INT0022132,APP012612,2,Technical,39.9,On Hold,Average Performance,90
INT0022133,APP012612,3,Aptitude,76.3,Fail,Excellent Problem Solving,90
INT0022134,APP012613,1,Case Study,52.0,Fail,Excellent Problem Solving,120
INT0022135,APP012614,1,Aptitude,31.9,Fail,Needs Improvement,30
INT0022136,APP012614,2,Technical,59.9,Fail,Average Performance,90
INT0022137,APP012615,1,Group Discussion,52.3,Pass,Needs Improvement,120
INT0022138,APP012615,2,Case Study,72.4,Pass,Lacks Domain Knowledge,120
INT0022139,APP012617,1,Case Study,49.4,Fail,Good Communication,90
INT0022140,APP012617,2,Technical,36.0,Fail,Good Communication,45
INT0022141,APP012617,3,Group Discussion,85.2,Pass,Average Performance,30
INT0022142,APP012618,1,Aptitude,54.0,Pass,Lacks Domain Knowledge,60
INT0022143,APP012618,2,Coding,52.2,On Hold,Good Communication,60
INT0022144,APP012618,3,Group Discussion,63.9,Pass,Needs Improvement,90
INT0022145,APP012618,4,HR,36.4,Fail,Lacks Domain Knowledge,45
INT0022146,APP012619,1,Technical,42.3,Pass,Strong Technical Skills,45
INT0022147,APP012619,2,Aptitude,63.0,Fail,Excellent Problem Solving,30
INT0022148,APP012619,3,Case Study,43.5,Fail,Lacks Domain Knowledge,60
INT0022149,APP012619,4,Coding,80.4,Pass,Good Communication,45
INT0022150,APP012620,1,Group Discussion,76.4,Pass,Lacks Domain Knowledge,120
INT0022151,APP012622,1,Coding,65.5,Pass,Good Communication,90
INT0022152,APP012622,2,Case Study,72.9,Fail,Good Communication,30
INT0022153,APP012622,3,Aptitude,74.1,On Hold,Average Performance,45
INT0022154,APP012622,4,HR,68.8,On Hold,Needs Improvement,120
INT0022155,APP012625,1,Aptitude,88.5,Pass,Average Performance,120
INT0022156,APP012625,2,Technical,38.3,Fail,Lacks Domain Knowledge,90
INT0022157,APP012625,3,Group Discussion,94.4,On Hold,Good Communication,120
INT0022158,APP012628,1,HR,41.4,Pass,Strong Technical Skills,90
INT0022159,APP012628,2,Group Discussion,67.2,Pass,Average Performance,45
INT0022160,APP012629,1,Coding,73.2,On Hold,Excellent Problem Solving,60
INT0022161,APP012629,2,Aptitude,90.6,Fail,Needs Improvement,30
INT0022162,APP012630,1,Coding,92.1,Pass,Average Performance,60
INT0022163,APP012631,1,Coding,41.1,Fail,Lacks Domain Knowledge,120
INT0022164,APP012631,2,Case Study,70.7,Pass,Lacks Domain Knowledge,30
INT0022165,APP012634,1,Case Study,88.6,On Hold,Average Performance,60
INT0022166,APP012634,2,HR,95.3,Fail,Excellent Problem Solving,60
INT0022167,APP012635,1,Coding,56.0,Fail,Average Performance,45
INT0022168,APP012635,2,Aptitude,63.8,Pass,Strong Technical Skills,90
INT0022169,APP012635,3,Case Study,78.6,On Hold,Needs Improvement,120
INT0022170,APP012636,1,HR,35.8,Pass,Needs Improvement,60
INT0022171,APP012636,2,Case Study,32.4,Fail,Excellent Problem Solving,30
INT0022172,APP012636,3,Aptitude,32.0,Pass,Good Communication,120
INT0022173,APP012636,4,Aptitude,90.4,Pass,Average Performance,90
INT0022174,APP012637,1,Technical,30.9,On Hold,Excellent Problem Solving,45
INT0022175,APP012637,2,Technical,96.4,Fail,Good Communication,120
INT0022176,APP012637,3,Technical,81.2,On Hold,Lacks Domain Knowledge,60
INT0022177,APP012637,4,Case Study,71.8,On Hold,Needs Improvement,30
INT0022178,APP012638,1,Coding,48.9,On Hold,Lacks Domain Knowledge,45
INT0022179,APP012638,2,Technical,71.8,Fail,Average Performance,45
INT0022180,APP012638,3,Case Study,54.8,Fail,Needs Improvement,90
INT0022181,APP012640,1,Group Discussion,36.3,On Hold,Needs Improvement,90
INT0022182,APP012640,2,Aptitude,69.7,On Hold,Lacks Domain Knowledge,45
INT0022183,APP012643,1,Group Discussion,65.9,Pass,Lacks Domain Knowledge,90
INT0022184,APP012643,2,Technical,65.0,On Hold,Average Performance,45
INT0022185,APP012643,3,Group Discussion,38.7,Fail,Lacks Domain Knowledge,60
INT0022186,APP012643,4,Technical,94.6,On Hold,Lacks Domain Knowledge,30
INT0022187,APP012645,1,Coding,40.3,Fail,Lacks Domain Knowledge,90
INT0022188,APP012645,2,Aptitude,63.5,Pass,Good Communication,45
INT0022189,APP012645,3,Case Study,83.4,On Hold,Average Performance,60
INT0022190,APP012646,1,Technical,68.8,Pass,Average Performance,120
INT0022191,APP012647,1,Technical,49.9,Pass,Good Communication,90
INT0022192,APP012648,1,Group Discussion,40.6,On Hold,Lacks Domain Knowledge,30
INT0022193,APP012651,1,HR,69.2,Fail,Good Communication,60
INT0022194,APP012651,2,Coding,70.3,Pass,Good Communication,120
INT0022195,APP012651,3,Case Study,85.9,Pass,Lacks Domain Knowledge,45
INT0022196,APP012653,1,Group Discussion,81.7,Fail,Lacks Domain Knowledge,30
INT0022197,APP012653,2,HR,55.8,Pass,Needs Improvement,30
INT0022198,APP012653,3,Technical,75.3,Fail,Lacks Domain Knowledge,90
INT0022199,APP012653,4,Case Study,60.1,Pass,Lacks Domain Knowledge,45
INT0022200,APP012656,1,Coding,96.5,Pass,Average Performance,120
INT0022201,APP012656,2,Case Study,64.9,Fail,Strong Technical Skills,30
INT0022202,APP012656,3,Case Study,38.5,Pass,Strong Technical Skills,30
INT0022203,APP012656,4,Technical,72.9,Pass,Lacks Domain Knowledge,60
INT0022204,APP012657,1,Aptitude,51.3,Fail,Strong Technical Skills,45
INT0022205,APP012657,2,Aptitude,94.0,On Hold,Good Communication,120
INT0022206,APP012657,3,Aptitude,41.6,On Hold,Average Performance,120
INT0022207,APP012657,4,Case Study,62.0,On Hold,Excellent Problem Solving,45
INT0022208,APP012660,1,Aptitude,67.4,Fail,Good Communication,45
INT0022209,APP012660,2,Coding,35.7,Pass,Lacks Domain Knowledge,45
INT0022210,APP012661,1,Group Discussion,89.6,Fail,Strong Technical Skills,45
INT0022211,APP012661,2,Case Study,48.6,On Hold,Needs Improvement,30
INT0022212,APP012661,3,Technical,35.3,On Hold,Needs Improvement,120
INT0022213,APP012662,1,Aptitude,99.6,Pass,Lacks Domain Knowledge,30
INT0022214,APP012662,2,Case Study,89.1,On Hold,Average Performance,120
INT0022215,APP012666,1,HR,63.4,On Hold,Good Communication,60
INT0022216,APP012669,1,Aptitude,94.1,Pass,Strong Technical Skills,30
INT0022217,APP012669,2,Case Study,51.5,Pass,Needs Improvement,30
INT0022218,APP012671,1,Aptitude,76.7,On Hold,Average Performance,45
INT0022219,APP012671,2,Aptitude,85.1,Pass,Strong Technical Skills,30
INT0022220,APP012672,1,Group Discussion,71.1,Pass,Needs Improvement,45
INT0022221,APP012673,1,Group Discussion,70.5,On Hold,Good Communication,30
INT0022222,APP012675,1,Group Discussion,76.8,Pass,Strong Technical Skills,120
INT0022223,APP012678,1,Aptitude,60.0,On Hold,Lacks Domain Knowledge,120
INT0022224,APP012678,2,Group Discussion,76.0,Fail,Average Performance,45
INT0022225,APP012679,1,HR,84.6,On Hold,Good Communication,90
INT0022226,APP012679,2,HR,70.0,On Hold,Needs Improvement,60
INT0022227,APP012679,3,Case Study,88.2,Pass,Excellent Problem Solving,60
INT0022228,APP012679,4,Coding,56.1,Fail,Lacks Domain Knowledge,60
INT0022229,APP012680,1,HR,69.3,Fail,Excellent Problem Solving,60
INT0022230,APP012680,2,Group Discussion,40.2,On Hold,Excellent Problem Solving,120
INT0022231,APP012681,1,Case Study,90.5,Fail,Lacks Domain Knowledge,120
INT0022232,APP012681,2,Coding,56.0,Pass,Strong Technical Skills,60
INT0022233,APP012682,1,Technical,74.5,On Hold,Excellent Problem Solving,30
INT0022234,APP012682,2,Case Study,58.7,On Hold,Excellent Problem Solving,90
INT0022235,APP012682,3,Aptitude,67.2,Fail,Strong Technical Skills,120
INT0022236,APP012682,4,Coding,94.8,On Hold,Needs Improvement,30
INT0022237,APP012684,1,Coding,65.9,Fail,Excellent Problem Solving,30
INT0022238,APP012685,1,Technical,51.5,Pass,Strong Technical Skills,90
INT0022239,APP012686,1,Technical,87.0,Pass,Average Performance,60
INT0022240,APP012687,1,Aptitude,68.6,Fail,Needs Improvement,30
INT0022241,APP012687,2,Case Study,82.2,Pass,Excellent Problem Solving,120
INT0022242,APP012687,3,Aptitude,47.0,Pass,Excellent Problem Solving,120
INT0022243,APP012688,1,Coding,82.1,Fail,Strong Technical Skills,120
INT0022244,APP012688,2,Coding,48.8,Pass,Excellent Problem Solving,90
INT0022245,APP012688,3,Case Study,35.9,Fail,Lacks Domain Knowledge,45
INT0022246,APP012688,4,HR,34.3,On Hold,Strong Technical Skills,120
INT0022247,APP012689,1,Aptitude,81.5,Pass,Lacks Domain Knowledge,45
INT0022248,APP012691,1,HR,41.1,Pass,Lacks Domain Knowledge,90
INT0022249,APP012691,2,Coding,99.5,On Hold,Strong Technical Skills,30
INT0022250,APP012691,3,Aptitude,38.7,Pass,Strong Technical Skills,60
INT0022251,APP012691,4,Case Study,81.1,Fail,Strong Technical Skills,30
INT0022252,APP012692,1,Coding,99.8,Pass,Good Communication,60
INT0022253,APP012692,2,Group Discussion,87.6,On Hold,Excellent Problem Solving,30
INT0022254,APP012692,3,Group Discussion,68.7,Fail,Needs Improvement,45
INT0022255,APP012692,4,HR,91.6,Pass,Good Communication,45
INT0022256,APP012693,1,Aptitude,76.8,Fail,Lacks Domain Knowledge,60
INT0022257,APP012693,2,Coding,34.0,Pass,Average Performance,60
INT0022258,APP012693,3,Technical,89.0,Fail,Average Performance,90
INT0022259,APP012693,4,Aptitude,61.8,Fail,Lacks Domain Knowledge,30
INT0022260,APP012694,1,Technical,60.1,Pass,Average Performance,120
INT0022261,APP012694,2,Group Discussion,74.7,Pass,Strong Technical Skills,60
INT0022262,APP012694,3,Case Study,30.8,Fail,Good Communication,30
INT0022263,APP012695,1,Coding,65.1,Fail,Needs Improvement,90
INT0022264,APP012695,2,Case Study,97.8,On Hold,Lacks Domain Knowledge,120
INT0022265,APP012695,3,Case Study,74.3,Fail,Excellent Problem Solving,60
INT0022266,APP012695,4,Aptitude,62.2,On Hold,Excellent Problem Solving,120
INT0022267,APP012697,1,Aptitude,65.6,Fail,Needs Improvement,120
INT0022268,APP012697,2,Group Discussion,61.4,On Hold,Needs Improvement,30
INT0022269,APP012698,1,Coding,41.4,Pass,Average Performance,120
INT0022270,APP012700,1,Coding,53.2,On Hold,Needs Improvement,90
INT0022271,APP012700,2,Group Discussion,60.2,Fail,Strong Technical Skills,30
INT0022272,APP012700,3,Aptitude,99.6,Pass,Lacks Domain Knowledge,90
INT0022273,APP012701,1,Coding,93.3,Fail,Needs Improvement,30
INT0022274,APP012701,2,Technical,50.4,On Hold,Excellent Problem Solving,90
INT0022275,APP012701,3,Technical,36.1,On Hold,Needs Improvement,30
INT0022276,APP012701,4,Group Discussion,68.0,Fail,Lacks Domain Knowledge,120
INT0022277,APP012702,1,Coding,64.4,Fail,Good Communication,45
INT0022278,APP012702,2,Case Study,96.8,Pass,Needs Improvement,90
INT0022279,APP012702,3,Group Discussion,44.5,Pass,Lacks Domain Knowledge,45
INT0022280,APP012702,4,Coding,38.3,On Hold,Good Communication,90
INT0022281,APP012704,1,Technical,56.9,Fail,Lacks Domain Knowledge,90
INT0022282,APP012705,1,HR,35.3,Pass,Average Performance,120
INT0022283,APP012705,2,Technical,81.2,Fail,Good Communication,60
INT0022284,APP012705,3,Coding,51.3,Pass,Good Communication,60
INT0022285,APP012705,4,Group Discussion,58.4,Fail,Good Communication,30
INT0022286,APP012707,1,Aptitude,61.3,On Hold,Average Performance,30
INT0022287,APP012709,1,Aptitude,77.7,On Hold,Lacks Domain Knowledge,45
INT0022288,APP012710,1,Aptitude,61.7,On Hold,Strong Technical Skills,60
INT0022289,APP012714,1,Coding,71.1,On Hold,Strong Technical Skills,60
INT0022290,APP012714,2,HR,82.6,Fail,Good Communication,120
INT0022291,APP012714,3,Technical,78.9,Fail,Needs Improvement,90
INT0022292,APP012715,1,Case Study,36.0,Fail,Lacks Domain Knowledge,45
INT0022293,APP012715,2,HR,47.9,Pass,Lacks Domain Knowledge,30
INT0022294,APP012715,3,Coding,78.3,On Hold,Lacks Domain Knowledge,60
INT0022295,APP012716,1,Aptitude,67.9,Fail,Average Performance,45
INT0022296,APP012716,2,HR,35.7,On Hold,Needs Improvement,45
INT0022297,APP012716,3,Technical,49.3,On Hold,Lacks Domain Knowledge,30
INT0022298,APP012717,1,Group Discussion,30.6,Pass,Lacks Domain Knowledge,45
INT0022299,APP012717,2,Coding,81.5,Fail,Excellent Problem Solving,90
INT0022300,APP012717,3,Coding,37.4,On Hold,Excellent Problem Solving,120
INT0022301,APP012717,4,Coding,91.5,Fail,Lacks Domain Knowledge,90
INT0022302,APP012718,1,Coding,43.1,Fail,Good Communication,45
INT0022303,APP012719,1,Aptitude,73.1,On Hold,Excellent Problem Solving,45
INT0022304,APP012719,2,HR,30.4,On Hold,Needs Improvement,60
INT0022305,APP012719,3,Group Discussion,69.8,On Hold,Needs Improvement,30
INT0022306,APP012720,1,Technical,41.6,Pass,Excellent Problem Solving,90
INT0022307,APP012720,2,Aptitude,66.5,Fail,Good Communication,120
INT0022308,APP012720,3,Technical,63.7,Fail,Needs Improvement,90
INT0022309,APP012720,4,Aptitude,70.7,Fail,Average Performance,120
INT0022310,APP012721,1,Coding,92.7,On Hold,Strong Technical Skills,30
INT0022311,APP012721,2,HR,69.5,Fail,Excellent Problem Solving,45
INT0022312,APP012721,3,HR,93.8,On Hold,Average Performance,30
INT0022313,APP012721,4,Case Study,32.4,Fail,Excellent Problem Solving,120
INT0022314,APP012722,1,Technical,33.1,On Hold,Strong Technical Skills,90
INT0022315,APP012722,2,HR,95.4,On Hold,Lacks Domain Knowledge,60
INT0022316,APP012723,1,Aptitude,51.1,Pass,Lacks Domain Knowledge,120
INT0022317,APP012723,2,HR,57.6,Pass,Excellent Problem Solving,120
INT0022318,APP012724,1,Group Discussion,71.7,On Hold,Strong Technical Skills,120
INT0022319,APP012725,1,Aptitude,30.7,Pass,Good Communication,45
INT0022320,APP012725,2,Aptitude,76.0,Fail,Needs Improvement,60
INT0022321,APP012726,1,Coding,91.5,On Hold,Good Communication,45
INT0022322,APP012727,1,Case Study,41.5,On Hold,Excellent Problem Solving,30
INT0022323,APP012727,2,Case Study,72.8,Pass,Needs Improvement,60
INT0022324,APP012727,3,Coding,36.2,On Hold,Good Communication,60
INT0022325,APP012729,1,Case Study,62.2,Fail,Lacks Domain Knowledge,90
INT0022326,APP012729,2,Group Discussion,54.2,On Hold,Strong Technical Skills,45
INT0022327,APP012730,1,Aptitude,48.8,Fail,Excellent Problem Solving,30
INT0022328,APP012731,1,Group Discussion,30.9,On Hold,Strong Technical Skills,90
INT0022329,APP012731,2,Technical,56.2,Fail,Average Performance,120
INT0022330,APP012732,1,Technical,70.7,On Hold,Good Communication,30
INT0022331,APP012732,2,Aptitude,99.9,On Hold,Average Performance,120
INT0022332,APP012733,1,Aptitude,30.8,Pass,Excellent Problem Solving,30
INT0022333,APP012733,2,Technical,96.9,On Hold,Strong Technical Skills,120
INT0022334,APP012734,1,Group Discussion,89.6,Fail,Excellent Problem Solving,30
INT0022335,APP012734,2,Case Study,99.6,Fail,Strong Technical Skills,60
INT0022336,APP012734,3,Aptitude,80.5,On Hold,Average Performance,60
INT0022337,APP012734,4,Group Discussion,48.8,Pass,Strong Technical Skills,60
INT0022338,APP012735,1,Group Discussion,85.6,On Hold,Excellent Problem Solving,90
INT0022339,APP012735,2,Group Discussion,74.8,Fail,Average Performance,90
INT0022340,APP012736,1,Case Study,40.3,Fail,Lacks Domain Knowledge,90
INT0022341,APP012736,2,Case Study,73.0,On Hold,Average Performance,120
INT0022342,APP012739,1,Coding,39.4,On Hold,Excellent Problem Solving,120
INT0022343,APP012739,2,Technical,83.0,Pass,Good Communication,90
INT0022344,APP012741,1,Aptitude,48.2,Pass,Good Communication,90
INT0022345,APP012741,2,Aptitude,57.8,Fail,Lacks Domain Knowledge,90
INT0022346,APP012741,3,HR,31.3,On Hold,Lacks Domain Knowledge,90
INT0022347,APP012742,1,Case Study,35.7,Fail,Strong Technical Skills,30
INT0022348,APP012742,2,HR,61.8,Pass,Average Performance,45
INT0022349,APP012742,3,Case Study,47.4,On Hold,Lacks Domain Knowledge,45
INT0022350,APP012746,1,Case Study,82.3,Fail,Average Performance,120
INT0022351,APP012748,1,Technical,49.3,On Hold,Excellent Problem Solving,120
INT0022352,APP012750,1,Group Discussion,77.2,Pass,Lacks Domain Knowledge,30
INT0022353,APP012750,2,Technical,81.1,On Hold,Excellent Problem Solving,30
INT0022354,APP012750,3,Coding,36.9,Fail,Average Performance,60
INT0022355,APP012750,4,Group Discussion,32.3,Fail,Average Performance,90
INT0022356,APP012751,1,Group Discussion,59.0,On Hold,Needs Improvement,60
INT0022357,APP012752,1,HR,85.6,Fail,Excellent Problem Solving,60
INT0022358,APP012752,2,Group Discussion,37.7,Fail,Strong Technical Skills,45
INT0022359,APP012754,1,Aptitude,34.6,Fail,Excellent Problem Solving,90
INT0022360,APP012754,2,Coding,57.7,Pass,Needs Improvement,120
INT0022361,APP012754,3,Technical,52.7,On Hold,Strong Technical Skills,30
INT0022362,APP012756,1,Technical,64.6,On Hold,Lacks Domain Knowledge,30
INT0022363,APP012756,2,HR,75.1,Pass,Average Performance,30
INT0022364,APP012757,1,HR,83.2,Pass,Good Communication,45
INT0022365,APP012758,1,Coding,68.4,On Hold,Needs Improvement,120
INT0022366,APP012758,2,Aptitude,48.9,Pass,Good Communication,45
INT0022367,APP012758,3,Case Study,72.2,Fail,Lacks Domain Knowledge,45
INT0022368,APP012758,4,Case Study,66.2,On Hold,Lacks Domain Knowledge,120
INT0022369,APP012760,1,Aptitude,98.2,Pass,Lacks Domain Knowledge,120
INT0022370,APP012760,2,HR,50.8,On Hold,Lacks Domain Knowledge,60
INT0022371,APP012760,3,Coding,95.7,Pass,Excellent Problem Solving,120
INT0022372,APP012760,4,Case Study,67.3,Pass,Lacks Domain Knowledge,60
INT0022373,APP012762,1,Case Study,83.8,Pass,Lacks Domain Knowledge,120
INT0022374,APP012762,2,Group Discussion,77.4,On Hold,Strong Technical Skills,90
INT0022375,APP012764,1,Technical,45.2,Pass,Good Communication,120
INT0022376,APP012764,2,Group Discussion,42.9,On Hold,Strong Technical Skills,60
INT0022377,APP012765,1,Technical,88.5,Pass,Average Performance,60
INT0022378,APP012767,1,Case Study,89.6,On Hold,Lacks Domain Knowledge,120
INT0022379,APP012767,2,Group Discussion,74.0,Pass,Lacks Domain Knowledge,60
INT0022380,APP012767,3,Group Discussion,54.5,On Hold,Strong Technical Skills,60
INT0022381,APP012769,1,Group Discussion,97.7,Pass,Average Performance,45
INT0022382,APP012769,2,Technical,99.9,Fail,Lacks Domain Knowledge,45
INT0022383,APP012769,3,Aptitude,40.4,On Hold,Needs Improvement,90
INT0022384,APP012770,1,Case Study,32.6,Pass,Needs Improvement,90
INT0022385,APP012770,2,Case Study,69.7,Pass,Lacks Domain Knowledge,60
INT0022386,APP012771,1,Case Study,87.0,Pass,Lacks Domain Knowledge,30
INT0022387,APP012771,2,Technical,95.0,Pass,Average Performance,120
INT0022388,APP012772,1,Coding,82.5,Pass,Average Performance,120
INT0022389,APP012773,1,Technical,43.5,Pass,Excellent Problem Solving,120
INT0022390,APP012773,2,Case Study,42.4,On Hold,Needs Improvement,90
INT0022391,APP012773,3,Coding,33.6,On Hold,Needs Improvement,120
INT0022392,APP012773,4,Coding,45.3,Pass,Needs Improvement,120
INT0022393,APP012774,1,Technical,78.2,On Hold,Strong Technical Skills,30
INT0022394,APP012774,2,Aptitude,57.8,On Hold,Average Performance,45
INT0022395,APP012775,1,Group Discussion,35.1,On Hold,Excellent Problem Solving,45
INT0022396,APP012775,2,Aptitude,53.9,On Hold,Average Performance,30
INT0022397,APP012777,1,Group Discussion,88.7,On Hold,Excellent Problem Solving,30
INT0022398,APP012777,2,Technical,55.2,Fail,Excellent Problem Solving,30
INT0022399,APP012777,3,Case Study,65.9,Pass,Strong Technical Skills,90
INT0022400,APP012778,1,Aptitude,68.9,On Hold,Average Performance,30
INT0022401,APP012778,2,Technical,73.3,Fail,Average Performance,90
INT0022402,APP012778,3,HR,75.0,Fail,Strong Technical Skills,30
INT0022403,APP012779,1,Case Study,87.9,On Hold,Strong Technical Skills,90
INT0022404,APP012780,1,Aptitude,74.6,On Hold,Needs Improvement,90
INT0022405,APP012780,2,Aptitude,39.9,On Hold,Excellent Problem Solving,60
INT0022406,APP012780,3,HR,35.3,On Hold,Good Communication,60
INT0022407,APP012780,4,HR,38.1,On Hold,Average Performance,60
INT0022408,APP012781,1,Aptitude,76.0,On Hold,Excellent Problem Solving,90
INT0022409,APP012782,1,Aptitude,50.4,On Hold,Needs Improvement,90
INT0022410,APP012782,2,Group Discussion,30.4,Pass,Needs Improvement,90
INT0022411,APP012784,1,Technical,85.0,Fail,Excellent Problem Solving,120
INT0022412,APP012784,2,Case Study,84.3,On Hold,Average Performance,120
INT0022413,APP012785,1,HR,94.1,On Hold,Needs Improvement,120
INT0022414,APP012785,2,Aptitude,30.1,Fail,Strong Technical Skills,120
INT0022415,APP012785,3,Aptitude,98.3,Fail,Average Performance,45
INT0022416,APP012785,4,HR,79.5,On Hold,Excellent Problem Solving,30
INT0022417,APP012787,1,Case Study,54.7,Pass,Excellent Problem Solving,30
INT0022418,APP012787,2,Technical,33.4,Pass,Excellent Problem Solving,45
INT0022419,APP012787,3,Coding,77.8,Pass,Average Performance,120
INT0022420,APP012789,1,Case Study,96.8,On Hold,Average Performance,60
INT0022421,APP012789,2,Case Study,81.7,Fail,Good Communication,30
INT0022422,APP012789,3,Group Discussion,36.2,Pass,Average Performance,30
INT0022423,APP012789,4,Technical,77.1,Fail,Strong Technical Skills,60
INT0022424,APP012790,1,Aptitude,99.4,On Hold,Strong Technical Skills,45
INT0022425,APP012790,2,Group Discussion,61.7,Fail,Lacks Domain Knowledge,90
INT0022426,APP012790,3,Group Discussion,75.3,Pass,Good Communication,45
INT0022427,APP012791,1,HR,78.3,Fail,Excellent Problem Solving,90
INT0022428,APP012791,2,Coding,91.3,On Hold,Strong Technical Skills,60
INT0022429,APP012792,1,Technical,62.3,Fail,Needs Improvement,30
INT0022430,APP012793,1,Case Study,97.8,On Hold,Needs Improvement,90
INT0022431,APP012793,2,Coding,75.9,Fail,Lacks Domain Knowledge,45
INT0022432,APP012795,1,Group Discussion,89.6,On Hold,Average Performance,45
INT0022433,APP012795,2,HR,38.8,Fail,Strong Technical Skills,120
INT0022434,APP012795,3,Coding,45.3,Fail,Strong Technical Skills,120
INT0022435,APP012795,4,Group Discussion,75.9,Pass,Good Communication,90
INT0022436,APP012796,1,HR,51.0,Fail,Excellent Problem Solving,120
INT0022437,APP012796,2,Aptitude,47.4,Fail,Average Performance,120
INT0022438,APP012796,3,HR,52.5,On Hold,Excellent Problem Solving,60
INT0022439,APP012797,1,Group Discussion,61.9,On Hold,Needs Improvement,120
INT0022440,APP012797,2,HR,55.0,Fail,Excellent Problem Solving,90
INT0022441,APP012797,3,Coding,91.8,Pass,Lacks Domain Knowledge,30
INT0022442,APP012798,1,Group Discussion,77.9,On Hold,Good Communication,60
INT0022443,APP012798,2,Case Study,56.3,Fail,Needs Improvement,60
INT0022444,APP012798,3,HR,40.9,Pass,Excellent Problem Solving,60
INT0022445,APP012799,1,Aptitude,49.2,On Hold,Average Performance,60
INT0022446,APP012799,2,Group Discussion,70.6,Fail,Good Communication,90
INT0022447,APP012801,1,Aptitude,49.5,Pass,Needs Improvement,60
INT0022448,APP012801,2,Group Discussion,51.7,Pass,Lacks Domain Knowledge,30
INT0022449,APP012801,3,Case Study,62.9,Pass,Strong Technical Skills,120
INT0022450,APP012803,1,Case Study,49.1,Pass,Strong Technical Skills,60
INT0022451,APP012803,2,Aptitude,82.2,On Hold,Average Performance,30
INT0022452,APP012803,3,Case Study,91.1,On Hold,Average Performance,30
INT0022453,APP012807,1,Technical,52.5,Pass,Good Communication,30
INT0022454,APP012808,1,Coding,50.3,Fail,Needs Improvement,60
INT0022455,APP012808,2,Case Study,73.1,Fail,Good Communication,90
INT0022456,APP012809,1,HR,82.5,On Hold,Average Performance,60
INT0022457,APP012810,1,HR,42.7,On Hold,Strong Technical Skills,90
INT0022458,APP012810,2,Aptitude,45.2,Fail,Average Performance,60
INT0022459,APP012810,3,HR,31.5,On Hold,Needs Improvement,120
INT0022460,APP012810,4,Group Discussion,92.4,Fail,Strong Technical Skills,120
INT0022461,APP012811,1,HR,46.7,Pass,Needs Improvement,30
INT0022462,APP012811,2,Case Study,40.8,Fail,Excellent Problem Solving,90
INT0022463,APP012811,3,Aptitude,95.8,Pass,Strong Technical Skills,30
INT0022464,APP012811,4,Group Discussion,61.6,On Hold,Needs Improvement,90
INT0022465,APP012812,1,Coding,77.2,On Hold,Good Communication,60
INT0022466,APP012812,2,Aptitude,68.1,On Hold,Excellent Problem Solving,60
INT0022467,APP012815,1,HR,97.2,Fail,Needs Improvement,45
INT0022468,APP012818,1,Technical,62.8,On Hold,Lacks Domain Knowledge,90
INT0022469,APP012820,1,Aptitude,37.5,On Hold,Excellent Problem Solving,45
INT0022470,APP012820,2,Coding,34.8,Pass,Lacks Domain Knowledge,45
INT0022471,APP012820,3,Technical,60.9,On Hold,Needs Improvement,60
INT0022472,APP012820,4,Case Study,71.9,On Hold,Lacks Domain Knowledge,120
INT0022473,APP012821,1,Group Discussion,59.9,Pass,Good Communication,90
INT0022474,APP012821,2,Aptitude,86.6,On Hold,Needs Improvement,60
INT0022475,APP012821,3,Case Study,32.8,Pass,Lacks Domain Knowledge,30
INT0022476,APP012821,4,Group Discussion,33.9,Fail,Good Communication,45
INT0022477,APP012823,1,Coding,69.4,Pass,Excellent Problem Solving,30
INT0022478,APP012823,2,Coding,69.8,Pass,Average Performance,45
INT0022479,APP012825,1,Case Study,75.7,Pass,Lacks Domain Knowledge,45
INT0022480,APP012825,2,Aptitude,47.6,On Hold,Average Performance,60
INT0022481,APP012827,1,Group Discussion,89.5,Pass,Lacks Domain Knowledge,30
INT0022482,APP012829,1,HR,97.9,Pass,Lacks Domain Knowledge,60
INT0022483,APP012829,2,Case Study,87.4,On Hold,Average Performance,30
INT0022484,APP012830,1,Group Discussion,54.9,On Hold,Strong Technical Skills,90
INT0022485,APP012830,2,Coding,53.2,Pass,Strong Technical Skills,30
INT0022486,APP012830,3,HR,57.7,On Hold,Average Performance,60
INT0022487,APP012830,4,Aptitude,58.5,Pass,Lacks Domain Knowledge,30
INT0022488,APP012831,1,Coding,71.8,On Hold,Good Communication,120
INT0022489,APP012831,2,HR,59.0,Fail,Strong Technical Skills,30
INT0022490,APP012831,3,HR,75.6,On Hold,Average Performance,60
INT0022491,APP012831,4,Group Discussion,47.9,Pass,Good Communication,45
INT0022492,APP012832,1,Coding,58.9,Fail,Needs Improvement,45
INT0022493,APP012833,1,Group Discussion,32.4,Pass,Good Communication,30
INT0022494,APP012833,2,Technical,70.1,On Hold,Good Communication,120
INT0022495,APP012833,3,Case Study,47.7,Pass,Needs Improvement,120
INT0022496,APP012835,1,HR,30.9,Pass,Needs Improvement,60
INT0022497,APP012835,2,Group Discussion,59.3,Fail,Excellent Problem Solving,45
INT0022498,APP012836,1,Case Study,53.4,Fail,Needs Improvement,45
INT0022499,APP012836,2,Group Discussion,47.6,On Hold,Strong Technical Skills,60
INT0022500,APP012836,3,Case Study,58.5,Pass,Strong Technical Skills,90
INT0022501,APP012837,1,HR,69.1,On Hold,Lacks Domain Knowledge,30
